uin,chat_cnt
200366445d84316b4b9aac31340a664d,7
285a38de87084ae608928ecb1d5acac4,37
ac8bb4d8be57cd178a561dec21b3966c,47
a8a079b38c8a8eb33181b0f8be77eabe,4
fdb367d2610ef40198dbcde18e229fff,50
3d4a612e2c8ba6c64c9123650e88140e,3
8be989a178aad132057d1899db768f27,3
c21e965896a2b925e85a221fae43b461,15
bdb0badb2cf9575bf9eebb1a91e40cbb,137
50e121fc9a85128fb5126ba312e00d86,7
dc9615ff2f614d7c8ef9ad04a854c610,20
86cbe00649ead918a81ea1cdacd16e6b,22
6620fd7cb9472920fbc20e7af7da0778,29
dd4fe94931dbe744eff96a8c91708076,26
be9edca64da656869531fc5c6afdace0,16
f96994fe69c3f701ef7f0b9decc90fc6,9
fba76731c568a7c8a0c8bf9e4953275b,6
c50a1d9f84433a8955a499081cd4d32b,281
ab01868f6a8dd8b27ad3abab26532385,34
fd7f41b5f5e575967e803e6b33b51416,60
24120219c6bd9835ab0e58c12d89ee94,17
cc05b18093fe912555cce341b5a41ec8,18
034e3090e7999a39d1339b9d68224218,12
0cb3c84bd6fe42bcb7558cf4f0049346,30
65688738d19548bac5cdbf4b474dad27,10
b9adc450ca3be79a5df5d8b1d1455cfd,5
46f7d043b73918ff0ec2de60093f5212,24
202af83adb1633bb518db7e33057c0a4,4
d7de3ae85ec956980c6ee1cc2e5cb040,45
97b8172af089992acdb67c2686f22545,12
1c7c7bab249dd00b0cb8d4f9455839e1,7
2a453a76996bed8b45fc5ad7019e9150,21
cc6f23b5f75b28a2e796676afc72ca91,1
6751d1f48cca432e23a2f74f1b9a75e5,1
de269faf6cc0d87d4423ab3d7892dcaa,22
ee59bb32003365a4f9900d6df4ea8753,65
503325bcf8be0b0cf480f9525923c276,8
197ae4ed0fd071100f3b421236ef9f66,30
746791ca832ace4965a1ae20f11aa6a5,35
3560354402dd97721b7f2b9f17c45ca6,2
e5b3c5d99a692981daee393bbdd2aeaf,48
668d0a56fb00657c78d27cfba81200ee,59
6cd3f8b12a5265aaffb4c3b5819e4de1,3
3fcbd6c624728b40b0e6c255a61783bb,28
f6d1841a515807b87b37c4b97a348009,36
09ad1da3930dea5578fa9da91fa27224,6
42b731e6c85c914ba36323001cc2e43f,3
20a1362efca4c184fb77fc396555327a,4
a8b4f9f4bc3c621a512206c4aeee6aea,46
d131637b87a866a259f7043c4f6c5a35,6
d77d313b8149e8d61e36aca14d4d6bc3,15
585892049fc3295bb571ae2563bae829,4
fd2678cc762811566953b936e3729f82,12
020c0b1672f8e7c4f90d087234e966fd,13
2049824daa9077f00a6d45bdf3358cd5,11
a3e5e3226a1fccf14d4d42e92ec6b29c,20
fd1c9ee6f2bef3fbaab953573a7e9b41,3
1f82f7173bb520aee38bb9f0f190b6d8,30
c7d1a4f0783fa6811b95adf02cd441ed,5
1b38e21acfba8a453fcddcf3813762b8,16
5bc1dbc70d37eafb8dd626cfca789a6e,2
c1c7664988e7fe5c497df24d6cc27d6a,169
860f9055ce85e6883d1d8695278c350e,6
e3b538cbdafef42bf854c1537c117dd3,2
ad3ce082c8644109d758643173c9f785,1
8d28db0e6b4c2172d84bb16ccdb82591,3
13caae7583b8433f26c2866c362b3caa,62
9220144cdc6ae66ccae592d261daa052,252
3640858a39de4cb8e358e3603ecb09a4,5
d8baca0e49334c7202e8863bfe3b7603,15
ce0e268b4b505a451656b141c91e77b3,1
29bb0d6d6562087b83bca57099aa57f1,5
c17123eb9eff486f01fd83bc156e81c0,47
1c9acb4ac195ace01b93fb4680c39d9d,11
e48c884a29bfbd26079023d9330ee440,1
e7a54603ce11941aa1ad4c7d65587930,33
b6519ff1f7ef3ad5d784361ba13a7047,6
4a9269a903145abd0ad0223a4b79636c,40
a5efe63aff09596719e6da4c40d6fc26,7
e3ec4536de1b0d8c7be0db9d52aafce7,18
59b504c6d84305d8bb50db7226460c83,16
eb074c46eec08ba6a19feb01bc4824d6,69
98cfb54714853c7e76e12630d93db6e9,8
a824d74274f0a55a9a41fd6738af61aa,21
60dba878f583bab9d151c8f8c0ddaefc,22
b5e636bcf4375f002ec7e9c547149533,2
24d5ed47481de7116ea6ba67cb32caff,94
604b6485462b317b11475927550f4a88,24
8f9ff8350766f8f1f6483069549aa456,23
518712f92f1c4e1319a68ee3208a4e44,48
10d357a2f13abd139bf7133864d191b9,66
52c0371951be5541d1f6255b6f48412a,5
df063b27b3e48b89253dfe87f2a92efc,92
6c9e533667422b67fb030cf3b8c90f25,98
06a3934768b7d7a3428ab684992ecdb7,4
df3091549492b45ec513d6a2abe36fe2,11
59eb831a09886e1dedf61e7dede5908f,11
18d2270906020bc2122f297ea218d624,35
9c0e28e77de90d92a67ac651c8754d6a,50
ebb4fc1c0fb39c26b0ddb79dcc244097,8
0844c2b5881d6b2c014eaeba96802b40,42
812963df2286c8ccecb22e59a3e56d03,97
a0d853e18209b4916368d06edf41fccf,40
405ce8cae4ba24e669a0a12f44606adf,11
bb00052fdf15d7376ccb5e2d933f440b,21
f1aed299f0e4ef9ad3324d2d4ad16409,11
7371ef09acb41c46b541e4b906615cb3,175
60656b4e9e94bba9ec8cc3ff57c45aa3,7
72143fcf513fb495342ea144ec80a5d4,16
4d0b72d72596971106ab15676381268f,38
2a183cb6883117a1e60771a7c19aeac7,5
8767b0b12e987b4f2e7fc572f77771e2,11
ab0c16c95a898626bb27fc289cf36edc,31
a96f8e7b24008d602c8abb8b855cf71e,3
fad5a2f7d74095414f7451f55c87faee,15
4d2836cee51e76b8439681004f0ee89b,34
a2cdf0bf5ddff3f56f5c00bba3389735,21
664d9c28f9a95526139bc7e00fa53efe,151
c4590344250205aed670255101f537a3,47
ae123352739d6c47361caa1f718256ce,1
3353252e041227cc3266836b91011157,14
f5cda7b05d336b851d31fdfd51f3f522,178
d4a48270cf7f72157582bcbfec9c354a,3
99b94f312aa67ce551254b985a7c5d94,4
88114443d1ec8bdaaeb60816e4595f08,103
47d234166353f305155e1b5ea13a4b3d,85
c9abf6ea20c578d2d3b200bc4c886b99,23
9fd2b024a5c170ddceb4b74a43cef0e1,12
9190e72543e049f9c9fc501a50769244,30
7700bc6bd9ab4ce4b27920a08b8c1cbf,181
5497068b7a1a5b88cd1659fce6595960,9
ccde2e347885c2953166d3d3d1019af0,229
3d1fdb96a81fdd120a704e2da791a92b,28
0df5f7045f2910a0dda021bd7e79ac90,34
4e61fc872880de52b34a7716cfce3cc6,4
8e7174951d8934e6c71bb91dac6f5f23,29
7de577a751cc8342aea8d118caba5481,4
bc602a167a6a8324820cdc9acb277b41,23
9d328c792dd16896111f7a5a5f9461c3,199
963fb3f650baa2a5707dba3b608662d4,33
368b62c41cd925248852ac0d270fb7f2,116
3dc4fb84d38a6d7b867e9dba5250ee7c,3
64dd5c70eca74f4e5903aedf783c16a9,34
93f154e3b0769e1cedcb5b4be8e9a89e,24
4c97318ba57a28999e51935cca48bf3a,50
5faa14237ab73335240104321b05aac4,16
e5f353afd6e163e3cf82c990c091b733,9
b05b1e2a324bf646eb0bc6f863d728a2,112
b3dbea10573759c482c26064bb62878e,11
1577ccd4c02e23bdf960bcdd063ce804,3
481ba1c1e089d8933bf220e9fd4543db,16
27eb32d09ab9c210c8c4a410e8d73fcb,31
b82a8a1f439c373e3a83d56b314b4c84,29
b00d436bd025ff805b17599b13ffb72b,15
9dfb16b0cdaed15e7186c1eb85c905ac,20
dd1c84e96b1c7daccc93ef31e141eaa4,6
ebc4ef61d037e2ebfb34a9aeadbcdda1,48
02fbd47cedded6e77941556eb44d142d,7
055f7332af5fa2d208ae1fe44a717e57,8
53a1fa2aa213d7489f5559f1c1228e3e,14
4a642f2e114269c2983d4701cfcd82c6,3
4b5c067598fd4d37a486527eb569b449,47
0e98bed2a936baebb29b3a08f49b63d4,3
abb74aa8eab5c433b4ce93c5928462c4,35
dd9a7518765b333bde92a39662f7a480,3
528643cb2a599320e98307431211927a,13
a4737d8c62d262d92982c15102c48457,26
0a807daf8fb8cdf35602c8231ad3a173,3
509eb03f8bf8dc5e46824a08e145e9ae,6
429c593f4b043ced13789e5920a34ec3,91
bc9a4a5f273c5a0854abd50ea8512c85,1
c0b172e321c636b5537b02bef56d5c4a,9
c749d82b27ab0d676e032ee92c1aa415,46
fd306cca377aef44e9a5c47483ba37f9,5
c1092bb04c3ea2bfb9245c2b12b01469,2
d54aa28dfe593d84e4b55e16a88737c2,32
185fa50b67583b476cbd5385e247a888,4
e5a97dbf4cdf97447b04a05540dd6a15,12
f072b7cb729362f65f5fd2759d0abfe1,42
ded82624e18457d15fab66b08cfdcc62,39
21a184007a327461ab6db2782a26c532,136
bf4d6841ddcb5ce7f5da63f14a3bc674,41
c5fce8a09afe51a7867471513a5fd23d,6
ecc266d92b265009a1d14848b90bf926,10
153af09d34f672aa1dfc1f2cee424509,13
8e30327b8ce68bf14bf7ab1b13c723b9,19
a1fc9d76e180fda593ef899df6b5eef7,39
7c90850a9f3e8785d64a58bd25a7a3af,7
c2f6bb1845e34642fa7efab1b2ba313d,62
82273b0b3eb286b674e492f0200266fe,28
53783834253def994b40f2d1b23319e2,6
0ae2e1e5bb74ef3373b219f4d4961d97,1
260566a9a7795f00603dcfa3978c29b1,35
10a40b1fb20ab79656610bd401e5ccfb,38
b47c9ef2b8e806bfea3e2cdcf37a41a4,135
dcdf324aae71019c3c3e60a05644a4cc,53
a0faed614aabcea0132cbcadba0e86a4,16
c9d390eade1c2ea9fac58fa75739c04e,13
a3bb4a3d8ead85648270e3ebf19f61f8,1
85ccb967e63bdb91b590f12207f309ec,130
89ae176f5c749d519cfb4cc4b53f48ad,6
fc8b941038db93315268a8974d3edd95,38
4cdef0d83d241a7ca63e6c5d5fc77d7c,18
49d9d7e7e3c82215489e109a19ae0631,57
85b7a4de853267317c34d56df3e317ec,80
53a09527a8890020cb2b06a37454e750,79
2a6791ad9624c246500f35de7865359a,18
946d88724a7554c76b4806d47e217283,3
86f4126a932f3f224497786fd42ccf96,109
84ca8b3ff636594ae0e2d7fd8922840c,11
d6b6ab53216202484cf28d225de7384e,10
40f8c576e03876ae940be7d1f77d445d,8
5faa8290231d73d5f023d6990622e15f,23
70e198724caba328d814cd2db218af59,35
57e4f1515d3c6fb3be6bbb25d71d1b5a,90
d7d2eb288863fa98252cd632ca5face0,1
f7b180882579c235f4793de1acb815ff,2
8ed9ac1e53cc8b38ebcf20331cc3a516,24
d654238bf12e676432ba867ae29f9c34,18
0d6ed6a8a8bd064c2cfbecbd3b6829c4,33
0f24693964b306a3ea6f039369381cc8,10
fec6b9401d05295bf2272be44a1aa1fa,41
2d8982bf0332054d3a4b28926c7f1af5,68
edbcdfa5950c2bdf957d0110a3920f26,1
0c3d0175af28c29360a2f6801817eca1,22
459063c524a4382b874eda79782d98f4,12
a8aa971f21731836c8131e1891a0d49c,3
038fef5a9143421268e3ccc646e213f3,7
871dd616a53a881b098a047bfd6582e3,28
be2ae2e48acf7df84917eb4811830eaf,80
0b79105bd13e0de949057851d3f0131b,53
846609899acce91d3612acf21bcd1d17,26
a9ac900a4eae2047df44198834e28c94,24
cdb242ac7a128d1f3fff96a5e2392dd3,20
db0f32c78b0a14079bf0a74ce0488bbf,5
cd224b47f1ee3a2f60f3a8ed8b254df6,47
b58fd69e91e2d2acba7c174baa2f2ce9,176
3453768ed03ccabc82e02d1695078036,17
0c14b02e308ef567172b3699e3c5ec52,13
2ed2fd85aa3154cfc4fabba58f022bac,41
b3c83275639b75ec7a10946358780e51,20
257fe0d0ad6e4e52142c37a262a7ca49,5
137d2651365089f744c16cdeb2bd17b6,13
db4849467454099cced16919b2d103f4,64
cbbed104348fdda493c9eea2bd18933c,24
35bbb42ae0effa322c9a246f0b3b1b48,9
4ec840aabb3b51a00af7735fd0115f68,9
bb8d6e6d22761178945718d684d12ef9,4
76f350ad53c99b094a7572b9088e9a32,73
47432af81b71fb452ffe8b9e751d9459,75
db331c3204e74078530ac7fcf77554b7,66
1ce46d35267933f485510712f1419c3f,10
1e18e1a5334f84ab7c7cf75fdf21bbbd,65
b7afefa9ffdb9fa98ad061926cce92ae,26
db75ac5ebeec578168d9ff198ea4fdf2,8
3f81cce36dc17ca00fac64bdc7b416a5,2
cf2b7b7fee3732ec53985a8872ccdfcd,34
f0af08356d1c2e907cd0828e11d7eb9a,54
0d719c11aa69bfb63fc837ba7a34d05c,10
1167f59b7472476257c201eb7c708551,31
bd056994470efe64f2aa078111c88d77,50
42c82ec65a8775980c9c03f8193dbeb0,18
840f248a8e8bf003504dba60c616ad6c,1
0dbb08f8046af70bbb794fad8d8ccc00,2
fbaecdebd3c6a5e2269b6bb6b80cf6bf,3
fde90a90a6ab9dec9d3ae994b7ac1c6c,3
aaecec5557f4ac77661688698887d097,105
f411c93378d6f9161e099e9c8ddf9a01,281
a7451e1592c69bf8f10f1b5841a50f3a,15
3d7c84c85d572b185a0f371e232a2ff5,45
8f51936cfa5907ca77f774216954ebbe,5
659a8da416d2d998b574b67d8339df57,17
915c5adab2548f4f95c5fa2182dbebff,24
8dc23d3b84b614ef05dcfa837e810909,54
ab4bb8a997b735b688080cc02e0a3b33,9
8163cb6f31f4a206a9017b29831c1fb8,6
31fbf3ca1c96751178a51cfdd7873219,55
8ff11cd9dc9442f61aca75d7811342c4,55
68ec9e022480f5266732355b6d1eb0b7,125
52a7a64c76d54fd1cfe153d9c08f79fe,95
841c63e8f8a71c4fb5f7e4c15b6129af,2
66a49163b1922729e9ccbd4b36688d22,28
ccd1810cc47008270b414b1a2f73180c,35
78722c88179df990722a1a6416cee665,6
e7783eead18a71b11dd7decc39947913,29
b7818bfbdaaedb3a57360ffb0d4ed398,3
1ff35c184a72873f92683dfbab61e872,1
ed633be956a97eb6a0c0b8becf45e731,5
df087d78c7c6bdb6fd960119a2c4a40b,8
b92725f627abefd3811cb7316b83583a,87
2ec9c03ca8b60804540ec2dd230276c5,9
6ceb0784039fc1e77884d97e17a59458,22
c7fe6b1f94ad52fe125a27442a7db511,8
6616adb53959bed86869dc293166d73e,36
af442a18e262098f2c48eb20ce39e83f,16
46bd120566cf306c3398280151e1daf0,7
9459042a7d1a3c58b63ca485ae264dee,10
9bb86e4e2712b9c54a4ffa17dbf272f1,12
921d9e53fd7aba576e1bc3f0c90aaa3f,2
d8fd2ee3ca208cc9f6c73433ff062a57,2
5d1a4efc1553bbf970cd0ce7709364ff,1
daf29f010554b61ffdeb2a622cc6a05a,46
5e730362cabdf1c586d3c3d00cd9fd67,16
9930fa96d33f4a3609a87b7e6ae1fc29,2
1a3fecb4be011942b0521cf104f350ad,7
46698530ee55b13ed48972c8c1764dc1,115
b0bf6ace93eba49813a0e7f90b5eb5b8,21
ec067885cedcbdf5fe78b66ccdce3237,24
b45ec73632765ce46f2458d2d459134f,39
b1b7827faae0469eec924898a5d7cffc,3
6ee7e33945f8d34b7daa912f4852e890,14
806d2daff4643950cb8f55af8f77f253,1
54d38d90d7fcd94137c6236df59597f0,13
37276998847be715cc74a76823965bd7,9
f14e27beb6b46a7f85fc4053a1c87d37,86
86059b010dff71df109c55965b86bc69,11
a7f223163cf3925748e647a7e35d8f42,137
5424d322e1a035da4dc4b80fbb96fee6,182
e59e2d41a47f9cc4a3d0534dd89b35c2,10
33dba007750c53cdd58182468f91f0c9,6
131cc1473cd55e3da87a64494d25f2dd,3
6bcef4ef47d0552473313c9475f6a9d5,77
14e056fc5d7680ba7ea20781f31b0460,20
cbf5a73f67fcc8ec19bc51b7c445f039,74
5edc38bb8000c5ae71b61c922f195eb8,2
015ccf16c628e4d09246751ceb9bce4f,53
d525b5e1214ca67c51742e3a569f5e51,9
1ef3312fd8cab0b6d76f313cae5ce4a5,7
721fc50130c43c8b17f93558458657d4,13
4341c42801494536e172454a453448df,133
8382ae42fe2c8652a72bff4ee154c82d,81
4b3a65d02a1a1c46a050191de7a1ba0b,2
e39c0798a2140385542683b06d27f26a,23
5b544d84201a40f1443fdc93fd438183,12
8c924219f2cd82c1c05f549b192c4495,55
c53f5419e191ff465307e9af0d9ce967,34
8408e894fe93895ea5e0ab1abf0affb2,32
72ea1fd9d796afc7461bc48a03147592,19
d23de8aff1026237332f992a6899067b,6
b015b52e5b17607c7f2a442c5f8f6e48,102
8d19bf94b6a4c8db8095197e2520a0a4,107
293a6edce3c03b8a58474f306cfe134a,1
3ef618f4ec365f9333d6c98e62b91025,19
61a69bcca584fee68bf36f5133730782,3
1ab6ad0af2d95343cdd39b3121378144,4
81f1b64c212c34c44c976b9221e274c5,23
416df1f97cf8c502d3b8b964adb761f2,5
aded33cbe0626a9eb2e2fcb5a574a8bf,7
efda9876be1a0207f016c546640ac207,9
8989bd5c3919459cbb47027cd2e1dc34,26
885d52f99e7e9bad8264f83db950c8f6,3
5bdba5d2b7fb5b93ffb1b992fd36406a,244
2a49f6430afb498f4963cc21a835c2f8,105
1d9e320a9284a069028c6b499b002a12,12
e0ebf43da83ba458ce8567d5c8eb8ade,4
46833b9a47c2f6334a844b378a359806,10
1e4820d8d54b6946886d3ccd30a491dd,6
4a74e8cf8ebfc3d1a1b1a98301b2e53c,6
342b270c930a9db74350fd1bad9264d6,2
240d3f3651c4f89ba6d7a192e78e1c66,2
a6b0744088b8c2f1d5c7c1ea69132b7e,4
e7082d30fce187c38a02819be584e89b,8
e0bfd8c22ea31863bfbc53f88421b56b,46
ff06c86c0d202973fd900362a7192320,53
54f5340e2f48f055021ecec9d1c208d1,46
296f8d90cd010b82a64879992e654c3b,17
5180d139a9237cb3924dd532065eaaf1,41
c9b4216de43a6168bf4f7206ea4ffe71,12
e661027cb289d93a1074ac9fbc1f7fa2,7
079ba8c29d52fc6ffbc32b1292637883,4
ec5235deae5911cb0cad681635d3dc28,9
6ac4a84eef57d7aa47d8c8239b9cff87,68
d1187c7a48759ac8cf75dce37e270cf4,2
bad674eba6b310ef017b716696042ccf,143
1d8f9c4c84c836319b87b615028602a5,9
874ae09bbf5328ad0e14a4330719129d,45
667d8c741129e043ed3eb317fd6260c1,7
146b7ef3f9332d5a22045f48dd91b0fb,2
91b620b19fb0dfe9969b4f968ebf74e3,15
e00d02f3088ba4060ad1670e8f59adfc,58
84290f329921578c22231dba2aecdf2d,101
3d192f0c32f8b7c09d8fbc0d6d8b9400,87
2acfbab3ce39fc5585d8e805fc099271,60
ef7d2457baedbe285709360c47d4f801,4
18133d41a85ee788a78f00ad3cf62b40,12
587bee9e8f07469d83d50adeeda795db,14
392139b7a2f2b07ab3ef7e9f5abb1b35,27
1d8bb983e265f7070506308b950fd201,450
893810cb8f64acdb6adf79953f4ea4ec,10
b9fc0c2adf87f36e39d275edf6109feb,17
028cc9f0e4a9d8620a4632d41fa19897,7
a235ec1564bb629bc2ea6f521402192d,98
92ea5eeeeda12d8ef58629b5cf7482cf,13
14fc49d5476f4f4e58c264681a248389,5
46ba3ca3e597412919185e959026e3cf,9
a41febc946565aec6d20903f9769cca1,1
fc3a91cd274298a13700a3e9308e7f3d,27
9c59f1a90ae489b12a255400226d6173,9
93fdeee39b22a8f393026248b4d26c57,154
759561cfcb2e47a6e11563695ae87de5,85
80d0a2dd434f06ae763c21fb0d993f76,234
af397ed2a2210ec673d5626a4ac0fde3,11
ac07f88a264c28dc8895db38bfbaf118,213
a3f03c030a9e539738ea88cdd42f1b7a,7
d8d7bcc2122b7f8dad1a0dbb7baad2d6,15
aa2ee530719718d813790c5ba557948a,1
5c3069e06c67670d28dac69e9c138d82,257
af78b67c3d8cfc127ab646053c4dba20,106
af24077e2d24fc2f019d37f0233457a6,27
d07183f90fef90bb21f8f677a3750081,46
e91638d1fa17ed19ebda9ee82e6fa27f,47
e303277e7c75033c92e557b4c14d8461,70
5c73aab95eb7dc85b2c5269304f9d707,10
67c52dcdffbf3e21a18f6e6afede2b15,206
61207c99a8de0728cf79d6f34bebabb2,5
aa2a2360282843c10c793dbdbf85862a,210
8ccc16e5df68912374dbc84459f43593,58
a18f246176d7527d8258d6ae70b52cc9,5
d4740d58fc8b50b0e19d12d9b10062ef,45
d69b2ceadc1e57e2f37e1d2295bd0056,28
7c854ca77919cfe5a07b20bf2aa022aa,356
1f3549d887af49c7f6f84a32fd6904d8,7
623af0801db6879830878b3508491e26,2
96f45dc7a51920d2fd757c0100dffae0,19
2f8e6d7785bb8f08a3a4879b2b9fdf99,69
093133627ca06fc2872471a7997c121b,249
53190b15c439759254a59c2393a3fb62,26
10d608039174acff72031f663703acce,75
603631e8b10cdcb05ffe4018d1774c3e,190
1b03544875c5d7347f71e29407aebc2f,23
fc777adb72d4c1c5b8559252f67e5840,15
c090a5ca3af65a7c09aeff42693e7f50,37
f74a7dfe97ce65bce367e52fccbae47d,8
75fdb08e5e8d16687a2cffb22602853d,160
1194f18722b48193ebec37e780bed291,57
e457bcde38ed54ebcfd33b62f25a36b3,15
5a2cf312d91f23c6d19097cd0d5cb54a,1
f84b608536d520f400b3fa91f0c941a5,10
ba915335949a4b5a70ea7aaf29837b4a,39
ff123e7aa0852d5845d904580ef35eb3,200
dbabb7c6b02ddf0dc9e959f20c4f9dca,91
fef0891fbbcfaf54b6658897be55dfb2,158
62a692140408b533b1748c93b37d49f9,12
ec74a8aa395fe595f8067d988be8777b,115
851f4d3ad52595ac6378bc713237f847,52
e62e98351e9b3e01dbd5ef936f52d496,21
8c4640f7a0b90848a56648d74276a359,18
628723075867f1d921df3620946ab4f6,129
e1c9f8ef420bb4133fe76ce53b42f529,41
c5d9b6554f4d0599229e1dce71b5e5a7,94
7ac69fe07310737529c4677028c58bd4,38
344271f664cbbadfc5c40a1981aadfa4,28
a07c1c7d6b8e710f7ee60703cb5177c7,75
5dcbead0d0efb667520c4b85593771a2,91
73bcc064aad65bc9ba98ed6b216971c0,12
67f5ad5842eff12bba128ef5502f95b7,29
a0a34ed105d482c5767c0f7d29fd403e,25
5cb385661d35ab85ec27d11836ab6336,20
50593dfaf355d38be0eac66fb91640e1,63
f5491aff2314bf2524bde62bb159cb08,31
ae8faabeb20cfc7077e53313314b2b5f,32
a2926f516e8cab5dd96f501bb631f722,3
cff8cb0a62ca86bebc17458b9cf71beb,4
91da39726a06faeb81736b16acdd0e22,157
bb1a50b07e181d485c1cce5f5a242a0b,102
2394148a0b7cdb9989a8cb1b208335ce,29
f67a93872ee476299622ac1eac478006,20
60f73cb4827f33f9ad6d58d517251012,12
18c5d1e847a8d349cb06f0d2e301b469,2
bf089044e325bc05df56fb986963f42d,169
732f69920881724817fec511e614c296,2
a46b4ba31261d4ccb0704850627b1440,18
8bd084dcebafc597fe453e8f37a01bc4,45
f9208f0b101887cc2e3de38ab75d9ec4,123
fcdaac039c2bf8ca79bdcc1624987bea,2
0f5778ce0cfb9ee7bc5ea3bb9bdb5b84,38
414d54a1e418a155551417c70fa9795b,52
6f1e8e6b18a4bb5f87579e631fc90960,33
afaf4dd5ee1611382786af0a7f32f494,2
5759ec278ba5d8d0ee923d5f400565de,3
36c81b34d0483ba67e9c2345f5d5b5b9,13
0ae4861a0d1ea23e63669f80c4f4847e,50
a0950f5a5f6a92de1eddcadc7c55aba0,15
a07ad6b940cd43f8c9d98c21141fa748,25
bbe85c572d038e6fc6cec5e38dc1751d,50
73823be2ce569725c667f4e78dc17e47,4
6e8114df88418ab7b48e241eef49d2c6,5
315c9c51dd0b5147faafbb0e88324e55,15
556f3756e9c2befb8965e227e167c72b,2
d3f3f29b1f2d99a36ee53a5782f081ca,1
6d3285dc9d631e3b5fa701f486d48798,2
0bc9f99f3c27d44ec03ca2a0cb66fca5,29
c73a8a85d93e23fda88d6bbdf00799ca,10
a4df3bd0831e4f11d82b33d94daf06cd,43
b38c24e84a2c7bf3ebad494778473dc0,22
d1e909238d125cf5402e458efdc61f63,3
16d30178688851e5421dfdc7ff1141ca,57
8b46f0ae7e4cc4ce4da49fd915468fc3,4
7b3b1c76ec7bd83de3bcf9e8d0226cfc,43
6f824010a84c9e6ebbe66452a9b24a84,25
d58fee601409747fca87258cadb71253,73
7960795c5e9977a771c0721b88bcf1e1,4
888962c539e89331ab20bee2125dae5b,47
94fb58caafc1f1d568de0f5dd2c61a02,6
d5dbc39804127a7d985ff53540da6fc6,23
23fa98b7a5e93e63b95cfe3e00f59174,7
d21aaab6762932a6bcdfda43e2a97cbb,33
192cbcbd9786265b9efedee5cbf1ed80,1
0936f86bc6ca407f4fabfb593447cd09,35
806a33aafbd71ce8269b21ab69e1f2fd,8
30494b33d0ab0f45ae0015389e61fc44,17
881b5ea290a901240fa27269cf0c9428,13
3a56b8cfce8bf1b844abadc3d2f27b88,2
be687ba57cc5ec4b06bc618401810b79,2
cb14d87f25f6659365590cd8a6afbc42,116
11e5650047a9d59a4f8a2f8909aa8251,10
4a5982fa0c432b0d460caa4489f8906a,4
73c32bda24481208a5befefeb852cc50,3
184668325a7f541eef95fb6cfff4a970,165
66365e6a2d0e41ff520f1d94a9e1e325,30
b8e22e14b7b7f20e1e13532cae78c826,4
a8368fba15ac4f39e31b4ca009a4e290,20
33f89418ad0a2d2fbc80afebca78c55b,56
cb2d198b2ca264399d2879829a6e08e4,31
9a6ea08c80ba6ce09101677aa1e0c4d6,90
84d65561fa9e46864894a99b4e7019c6,33
2093086c9e10c6eec9eaae5a70d271a4,21
6b8307dbd2a683cebf3928db196bd4d2,274
30e5bdf3a531719515f4ff27b803b0b1,19
686e93509245b875957f12e3065ad0c9,3
73242826f8d25bcbf9f52dbce29f177d,3
d6da9ecb93a8aa9f2e4bf93e5bb7c9f7,79
f7e817fe1593d8e6085ba7943206c7a5,18
bbd4f171011976e059e3dae9c973cf5d,7
129c8e394cc384d665e9d192604e1ca5,31
a9f1a9785a72524b90701d5de0c8751b,3
d11e3a38ba91ba463c2dcac6ec772efd,174
9e2824cef5a5adfc9cfd1fb04d56f1ef,30
7af06be73c648d8d5f53f451eeb2bac4,38
2b9a751c44b4ab08121ac49cb3b48424,39
1d28e573c2017b99b02074ae538913ae,18
95df3d1aa76a650221bd8fac51834701,45
8dabf5be26b763790d84ac2a24f706ea,5
a22e57b9367d54f9d5d8673bb6d5f3ef,35
3b9fd07cf7e19c64052d7df72c0f5c98,6
50a3ac3c4afc881a6f92899df4fc242c,25
d4f45346862673de2aa9bcf6b7e9771a,10
3737f4245854895cb1f1fff635097f21,13
43faba8e0c743772ff499b9956db122b,102
e625faaa3c6a55cea6c519d7fb4e41a0,16
4162917b7a397edf92b9714019e47eb1,2
738ce20c0d80a0cbfcdd6489cd9a5c8e,6
ab745148a61b82902f2a357ebd884e00,2
4806150b1110250142774e20391664f1,16
4668098ed1fcad804bfc2af1b967bde4,99
706903ed3a2ed860c5f773898b168fb0,228
b1b9db09caae60cb0d684b5cc0bbdaad,138
f5f857c30f74ec70e49b6bec1ca6bc4a,16
284df1b035f65b48d1dd795e260fe18d,30
23c6ab1828d0665f6ed06e6b2c3c5afb,40
10d0774d7b320611b853ea50f6903383,28
5a3cf822fc9f5cb5cd7a7cf7872be869,19
a654609f8bb8c86b90249123f97d6b90,38
3a06a459cc1bfe49082b7846d2aef424,42
99a2b4878a35f8b6efe425939c2925bf,17
bd6c96fafb5569044dff9871a911484e,10
a0ecd632eff49f04b5e7410e906a2cc9,1
5fe5deefab8295ceab67f7e3608ffea3,26
efcd11da4e7c5d8761e1b9802a0ad297,20
db63ea4d8b1e942406bfc1c96e09423a,53
50e9e61be48f005c2f272251415b2369,49
f332b2cebc8368992a8142cfb12979c4,61
e46559a710a59dfbf2a6003b7af19b0d,5
848421e7523553c10ac91513b347bbe0,98
18ca6df7b7de03e2fcc1e604a4988144,19
f0f8ba3d0991a86911c3d6f663a9ffb0,244
f3ef8f39b1f068c2f4dd798e0be76a7a,9
a42b6f89909b4ab7b728a718b3fead92,142
e9fe10074a090f032d1d62f64cd59f4c,1
81351251698f29f2dc4d854c6b422fd5,8
